"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat_any_a_any","Nombre"
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","12 anys",105
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","12 anys",124
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","12 anys",123
2020,1,"Ciutat Vella",1,"el Raval","Home","13 anys",195
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","13 anys",32
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","13 anys",47
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","13 anys",78
2020,2,"Eixample",5,"el Fort Pienc","Home","13 anys",130
2020,2,"Eixample",6,"la Sagrada Família","Home","13 anys",182
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","13 anys",172
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","13 anys",141
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","13 anys",184
2020,2,"Eixample",10,"Sant Antoni","Home","13 anys",117
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","13 anys",152
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","13 anys",3
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","13 anys",151
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","13 anys",37
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","13 anys",63
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","13 anys",73
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","13 anys",93
2020,3,"Sants-Montjuïc",18,"Sants","Home","13 anys",174
2020,4,"Les Corts",19,"les Corts","Home","13 anys",166
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","13 anys",94
2020,4,"Les Corts",21,"Pedralbes","Home","13 anys",82
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","13 anys",39
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","13 anys",150
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","13 anys",127
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","13 anys",192
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","13 anys",275
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","13 anys",165
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","13 anys",81
2020,6,"Gràcia",29,"el Coll","Home","13 anys",42
2020,6,"Gràcia",30,"la Salut","Home","13 anys",46
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","13 anys",188
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","13 anys",122
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","13 anys",93
2020,7,"Horta-Guinardó",34,"Can Baró","Home","13 anys",42
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","13 anys",161
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","13 anys",55
2020,7,"Horta-Guinardó",37,"el Carmel","Home","13 anys",140
2020,7,"Horta-Guinardó",38,"la Teixonera","Home","13 anys",55
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","13 anys",27
2020,7,"Horta-Guinardó",40,"Montbau","Home","13 anys",10
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","13 anys",32
2020,7,"Horta-Guinardó",42,"la Clota","Home","13 anys",1
2020,7,"Horta-Guinardó",43,"Horta","Home","13 anys",121
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","13 anys",107
2020,8,"Nou Barris",45,"Porta","Home","13 anys",112
2020,8,"Nou Barris",46,"el Turó de la Peira","Home","13 anys",73
2020,8,"Nou Barris",47,"Can Peguera","Home","13 anys",14
2020,8,"Nou Barris",48,"la Guineueta","Home","13 anys",75
2020,8,"Nou Barris",49,"Canyelles","Home","13 anys",26
2020,8,"Nou Barris",50,"les Roquetes","Home","13 anys",101
2020,8,"Nou Barris",51,"Verdun","Home","13 anys",62
2020,8,"Nou Barris",52,"la Prosperitat","Home","13 anys",124
2020,8,"Nou Barris",53,"la Trinitat Nova","Home","13 anys",45
2020,8,"Nou Barris",54,"Torre Baró","Home","13 anys",21
2020,8,"Nou Barris",55,"Ciutat Meridiana","Home","13 anys",64
2020,8,"Nou Barris",56,"Vallbona","Home","13 anys",13
2020,9,"Sant Andreu",57,"la Trinitat Vella","Home","13 anys",57
2020,9,"Sant Andreu",58,"Baró de Viver","Home","13 anys",16
2020,9,"Sant Andreu",59,"el Bon Pastor","Home","13 anys",105
2020,9,"Sant Andreu",60,"Sant Andreu","Home","13 anys",263
2020,9,"Sant Andreu",61,"la Sagrera","Home","13 anys",120
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Home","13 anys",57
2020,9,"Sant Andreu",63,"Navas","Home","13 anys",74
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","13 anys",148
2020,10,"Sant Martí",65,"el Clot","Home","13 anys",123
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","13 anys",63
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","13 anys",50
2020,10,"Sant Martí",68,"el Poblenou","Home","13 anys",188
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","13 anys",91
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Home","13 anys",130
2020,10,"Sant Martí",71,"Provençals del Poblenou","Home","13 anys",94
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Home","13 anys",96
2020,10,"Sant Martí",73,"la Verneda i la Pau","Home","13 anys",139
2020,1,"Ciutat Vella",1,"el Raval","Home","14 anys",200
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Home","14 anys",61
2020,1,"Ciutat Vella",3,"la Barceloneta","Home","14 anys",35
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","14 anys",62
2020,2,"Eixample",5,"el Fort Pienc","Home","14 anys",131
2020,2,"Eixample",6,"la Sagrada Família","Home","14 anys",176
2020,2,"Eixample",7,"la Dreta de l'Eixample","Home","14 anys",161
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","14 anys",163
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","14 anys",225
2020,2,"Eixample",10,"Sant Antoni","Home","14 anys",139
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Home","14 anys",147
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","14 anys",2
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Home","14 anys",146
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","14 anys",43
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Home","14 anys",58
2020,3,"Sants-Montjuïc",16,"la Bordeta","Home","14 anys",66
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Home","14 anys",102
2020,3,"Sants-Montjuïc",18,"Sants","Home","14 anys",156
2020,4,"Les Corts",19,"les Corts","Home","14 anys",165
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","14 anys",105
2020,4,"Les Corts",21,"Pedralbes","Home","14 anys",81
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","14 anys",26
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","14 anys",176
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","14 anys",110
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","14 anys",171
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","14 anys",275
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","14 anys",142
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Home","14 anys",95
2020,6,"Gràcia",29,"el Coll","Home","14 anys",33
2020,6,"Gràcia",30,"la Salut","Home","14 anys",62
2020,6,"Gràcia",31,"la Vila de Gràcia","Home","14 anys",179
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","14 anys",123
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","14 anys",100
2020,7,"Horta-Guinardó",34,"Can Baró","Home","14 anys",39
2020,7,"Horta-Guinardó",35,"el Guinardó","Home","14 anys",164
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","14 anys",40
